Header_review,review_text,rating
Terrific purchase,Same as expected,5.0
Worth every penny,Nice product...,5.0
Classy product,Xlent,5.0
Must buy!,aswome...,5.0
Awesome,Good one,5.0
Worth the money,Nice product value for money,4.0
Terrible product,Waste product. No noise cancellation. You can't use this for outdoors. Other side will only hear noise while talking,1.0
Really Nice,Sound quality justifies the price.There is one problem.no charging indicater for case is present to the battery status.Unable to know what percentage of battery is there in the case charging case.Everything else is fantastic.,4.0
Slightly disappointed,The sound quality is ok good but the battry backup in buds is worst within 2hrs battery dead you can go for other options like boat or samsung thy are better than this in my opinion,2.0
Terrific purchase,Osm product and good sound,5.0
Perfect product!,Wonderful buds thanks realme,5.0
Highly recommended,Best earbuds for indoor...in crowded area it doesn't work properly,5.0
Horrible,Bad call quality from 3 metre onwards and worst backup and charge,1.0
Best in the market!,supar,5.0
Highly recommended,Bass punchy earbuds but there is a sudden lag in between otherwise buds are good 👍😊,5.0
Pretty good,Good product,4.0
Excellent,Fantabulous sound quality with best battery backup. Weight around 3.6 grams. Nice feature packed buds.,5.0
Terrific,Nice product realme,5.0
Value-for-money,Good,4.0
Worth every penny,THIS PRODUCT VERY VERY GOOD,5.0
Worth every penny,Good and nice product easy to handle i love it,5.0
Brilliant,Good,5.0
Worst experience ever!,Very poor product,1.0
Brilliant,Good sounds quality nice baas attractive design,5.0
Must buy!,Good!!!,5.0
Delightful,Very nice,4.0
Worth the money,Not for calling Otherwise brilliant in budget .,4.0
Wonderful,Tbh best music I just buy it .. Let's see in a week where will my feedback turns....,4.0
Very Good,Good product value for money.,4.0
Fair,Nice but battery backup is not so good,3.0
Terrific purchase,Excellent quality I like it value for money 👍,5.0
Unsatisfactory,Not goodsound quality loud very bad,1.0
Worth every penny,9 out of 10,5.0
Delightful,Great product by Realme🥰,4.0
Wonderful,At this price it is truly a nice pair of earbuds...for daily usage its the best.But if you r worrying about latency issue.. Dont worry for videos you won't get any issue.. But specially for gaming. You will feel a bit latency.. Otherwise its a nice pair of earbuds.. Also keep in mind it won't fit properly in everyone's ear..,4.0
Worth the money,Not for calling Otherwise brilliant in budget .,4.0
Wonderful,Tbh best music I just buy it .. Let's see in a week where will my feedback turns....,4.0
Very Good,Good product value for money.,4.0
Fair,Nice but battery backup is not so good,3.0
Terrific purchase,Excellent quality I like it value for money 👍,5.0
Unsatisfactory,Not goodsound quality loud very bad,1.0
Worth every penny,9 out of 10,5.0
Delightful,Great product by Realme🥰,4.0
Wonderful,At this price it is truly a nice pair of earbuds...for daily usage its the best.But if you r worrying about latency issue.. Dont worry for videos you won't get any issue.. But specially for gaming. You will feel a bit latency.. Otherwise its a nice pair of earbuds.. Also keep in mind it won't fit properly in everyone's ear..,4.0
Fabulous!,Very nice but game play late sound,5.0
Worth the money,Everything is good but microphones are far so while calling someone we should talk loudly thye are not so sensitive for low voice,4.0
Fabulous!,Good song quality nice  product,5.0
Pretty good,Its ok for its price.,4.0
Could be way better,Touch sensor problem while attending calls and while ending,2.0
Decent product,I had used the product for last 3 days.. and the audio connect is good and and having a good playback and battery life also good and the only problem is the mike while calling i can hear the receiver voice. But they can't here my problem for calling purpose don't buy this product...,3.0
Good choice,Good product in this amount but sometimes having connectivity issues during paring of buds,4.0
Mind-blowing purchase,Value for money 🤟🤟,5.0
Simply awesome,"Super and nice product I love it sound quality good ,base is awesome and performance is so nice",5.0
Not good,Not good for game play,2.0
Nice product,Really Great Buds . Good sound quality. Easy to use.,4.0
Fabulous!,Good song quality nice  product,5.0
Pretty good,Its ok for its price.,4.0
Could be way better,Touch sensor problem while attending calls and while ending,2.0
Decent product,I had used the product for last 3 days.. and the audio connect is good and and having a good playback and battery life also good and the only problem is the mike while calling i can hear the receiver voice. But they can't here my problem for calling purpose don't buy this product...,3.0
Good choice,Good product in this amount but sometimes having connectivity issues during paring of buds,4.0
Mind-blowing purchase,Value for money 🤟🤟,5.0
Simply awesome,"Super and nice product I love it sound quality good ,base is awesome and performance is so nice",5.0
Not good,Not good for game play,2.0
Nice product,Really Great Buds . Good sound quality. Easy to use.,4.0
Great product,"At this price product is absolutely amazing.. happy to have it... only the cons is not having battery indicator of case, else for each aspects i rate it 5☆.",5.0
Just okay,Better quality in low price,3.0
Good quality product,excellent product,4.0
Good quality product,Nice buds Q,4.0
Absolute rubbish!,Correctly not connected to the phone... Not satisfied with the products,1.0
Worth the money,"It's good,very wight less product",4.0
Fair,Too many connectivity problems,3.0
Nice product,😍,4.0
Not recommended at all,Don't buy it its not worth buying,1.0
Just wow!,Excellent in this price range.Good sound quality.Comfort fit.,5.0
Worthless,Bad products,1.0
Good quality product,excellent product,4.0
Good quality product,Nice buds Q,4.0
Absolute rubbish!,Correctly not connected to the phone... Not satisfied with the products,1.0
Worth the money,"It's good,very wight less product",4.0
Fair,Too many connectivity problems,3.0
Nice product,😍,4.0
Not recommended at all,Don't buy it its not worth buying,1.0
Worth every penny,Excellent in this price range.Good sound quality.Comfort fit.Best True Wireless Earphones for using inside the Helmets...,5.0
Worthless,Bad products,1.0
Wonderful,Wonderful,5.0
Awesome,Wonderful ☺️ product everything is well 🙂 ........I will advise all to buy this product.....,5.0
Just okay,Song qualities bestBut touch pad is badSometime is call not lifted touchpad is not working some type,3.0
Brilliant,It's awesome brand. I love it's.,5.0
Must buy!,Just awesome.No words to say.,5.0
Very Good,Good product.,4.0
Did not meet expectations,Calling problem and connectivity issue,1.0
Terrific,The  west person s of the flip kart executive s,5.0
Decent product,Awesome,3.0
Classy product,This nice product.i bought a last week use .this amazing sound quality.but probably buds not ear.,5.0
Did not meet expectations,Overall coment is wast of time use realme Buds Q Bluetooth Headset,1.0
Perfect product!,Super product under 1500,5.0
Unsatisfactory,Left ear bud not connecting,1.0
Mind-blowing purchase,sounds quality superbbass quality is goodbattery backup nicevalue for money don't think just go for it,5.0
Fair,Ok,3.0
Good quality product,Nice product,4.0
Good choice,Nice Product,4.0
Terrific,Best value for money... Only downside is the misisng battery indicator on the pods... We just have it on the case.!!,5.0
Best in the market!,"Writing this review after 15 days of use , as many people saying that there is charging or connectivity issue , honestly i haven't faces any till now and hope it doesn't bother me in future as well. Btw sound 4 star and bass 5 star.",5.0
Value-for-money,This realme earbuds q is just okay. It is light weight and does fit in ears accurately . It has no volume controls and ‘touch and hold’ option is not of any use. There is no connectivity issue. But Connectivity range is not good. No noise cancellation during call. Battery backup is good. The only con I found with this buds is that you can customise the controls through realme link app which is only available for android OS,4.0
Simply awesome,Amazing bass.best quality wireless headphones in this range..best for gaming .. separate gaming mode that gives best performance while playing games.. battery backup also good ..,5.0
Decent product,Battery backup not good as per describe,3.0
Nice,Touch quality is very bad but sound good I'm use jst 2days,3.0
Good,Volume is average,3.0
Highly recommended,Good,5.0
Fair,Waste of money,3.0
Delightful,Amazing buds in this price range. The sound quality and connectivity is awesome and the battery backup is quite good. Just go for it.,4.0
Fabulous!,These are great earbuds in this prize range. It has low latency mode for gaming but the sound still lags. So don't buy it for gaming but it's awesome for listening to music.It's bass is quite good and clarity is also overall good.,5.0
Moderate,sounds not clarity,2.0
Best in the market!,Perfect,5.0
Slightly disappointed,Not working one side after 10 days,2.0
Nice product,Good and value for money at 1500 rupees,4.0
Value-for-money,All the things are good except the buds fitting in ear is bit lose and it has no information is given about charging and it has low magnatic power to attach in the case. exp that all the things are good,4.0
Worst experience ever!,Battery charging problem,1.0
Perfect product!,Nice,5.0
Bad quality,Battery charge worst,2.0
Brilliant,Supar,5.0
Slightly disappointed,"It keeps falling from ear,also very poor output on voice calls",2.0
Simply awesome,Awasome,5.0
Fair,"Having some problems during calling. When talking with low voice then next side has issues to hear it properly...Except above, this is nice product",3.0
Really Nice,Writing review after use of 10 days.Buds are good at its price. They do there task properly. Only one issue is there sometimes when connected to laptop the audio suddenly gets cut off or sometimes audio comes from only one bud else the buds are great. Flipkart shows 12 month warranty but on products box it says only 6 months warranty.,4.0
Value-for-money,All the things are good except the buds fitting in ear is bit lose and it has no information is given about charging and it has low magnatic power to attach in the case. exp that all the things are good,4.0
Worst experience ever!,Battery charging problem,1.0
Perfect product!,Nice,5.0
Bad quality,Battery charge worst,2.0
Brilliant,Supar,5.0
Slightly disappointed,"It keeps falling from ear,also very poor output on voice calls",2.0
Simply awesome,Awasome,5.0
Fair,"Having some problems during calling. When talking with low voice then next side has issues to hear it properly...Except above, this is nice product",3.0
Really Nice,Writing review after use of 10 days.Buds are good at its price. They do there task properly. Only one issue is there sometimes when connected to laptop the audio suddenly gets cut off or sometimes audio comes from only one bud else the buds are great. Flipkart shows 12 month warranty but on products box it says only 6 months warranty.,4.0
Worth every penny,Super bass. Super sound .better design,5.0
Mind-blowing purchase,Good quality,5.0
Absolute rubbish!,Connection problem side button some times working,1.0
Just wow!,Excellent fabulous fantastic awesome outstanding fantastic awesome outstanding fantastic mind blowing marvelous wonderful superb buds by realme,5.0
Best in the market!,Nice sound,5.0
Terrific,I love realme buds  so much jenuine productDont believe youtube comments It is best and good buds,5.0
Must buy!,Value for money...best earbuds in this range.....,5.0
Fabulous!,Its was great with sound and build quality,5.0
Just wow!,Very good sound quality ❤️,5.0
Excellent,Touch sensitivity is average and calling is also not soo good bot worth it,5.0
Brilliant,Vocals need to be clear..,5.0
Absolute rubbish!,Connection problem side button some times working,1.0
Just wow!,Excellent fabulous fantastic awesome outstanding fantastic awesome outstanding fantastic mind blowing marvelous wonderful superb buds by realme,5.0
Best in the market!,Nice sound,5.0
Terrific,I love realme buds  so much jenuine productDont believe youtube comments It is best and good buds,5.0
Must buy!,Value for money...best earbuds in this range.....,5.0
Fabulous!,Its was great with sound and build quality,5.0
Just wow!,Very good sound quality ❤️,5.0
Excellent,Touch sensitivity is average and calling is also not soo good bot worth it,5.0
Brilliant,Vocals need to be clear..,5.0
Best in the market!,"good product  ,  Superb sound  , best bettery",5.0
Good choice,realme is really  v good.,4.0
Pretty good,"It's been more than a couple of weeks, since I've received it. It's a reliable and well made product. Performance is good, not outstanding.",4.0
Just wow!,I m not expecting that much from this realme buds Q but bass is so so so gooooood,5.0
Mind-blowing purchase,good quality of sound,5.0
Good choice,I have used it for a week now and it's going great sound quality is very good battery is also good,4.0
Fair,5hrs charging capacity only,3.0
Super!,Nice sound clarity.... 10 out of 10...Connectivity also good.... Thank u realme🤩,5.0
Wonderful,Good,4.0
Just okay,Sound Quality Awesome but Touch not working really feel bad !! disappointed,3.0
Wonderful,"Expected volume control as in Boult audio, But it doesn't include that option",4.0
Pretty good,"It's been more than a couple of weeks, since I've received it. It's a reliable and well made product. Performance is good, not outstanding.",4.0
Just wow!,I m not expecting that much from this realme buds Q but bass is so so so gooooood,5.0
Mind-blowing purchase,good quality of sound,5.0
Good choice,I have used it for a week now and it's going great sound quality is very good battery is also good,4.0
Fair,5hrs charging capacity only,3.0
Super!,Nice sound clarity.... 10 out of 10...Connectivity also good.... Thank u realme🤩,5.0
Wonderful,Good,4.0
Just okay,Sound Quality Awesome but Touch not working really feel bad !! disappointed,3.0
Wonderful,"Expected volume control as in Boult audio, But it doesn't include that option",4.0
Very Good,Good,4.0
Delightful,More convenient than air Neo buds. Go for it.,4.0
Very Good,Good,4.0
Best in the market!,Fabulous,5.0
Classy product,Bestest earbuds for me at this price range. Best audio quality. I loved it,5.0
Super!,Good,5.0
Does the job,"It is best fit and pretty designed, 5 Star for that. Avg sound and range is also 4 - 5 mtrs. After that sound is not so clear.",3.0
Absolute rubbish!,Worst product . Cant even play pubg in game mode it will take pause for 5 sec at every 5 min and and cant even procide sound both at same time diff if 2-3 sec . Don't buy,1.0
Just okay,No use for calling parpas,3.0
Best in the market!,Nice but sound can be better,5.0
Utterly Disappointed,"not suitable for sensitive ears, dont buy",1.0
Mind-blowing purchase,Good for onilne class and music not much  good for gaming,5.0
Fabulous!,It is  very  very  good product. I LIKE THIS 😘😘😘😘😘😘😘😘😘😘😘,5.0
Nice product,Super,4.0
Wonderful,"Good sound quality, good shape to fit in ear.  Battery backup ok.",4.0
Nice product,Good,4.0
Terrific,Superb quality.. Love it,5.0
Classy product,Awesome,5.0
Brilliant,Nice product,5.0
Must buy!,Best product,5.0
Delightful,Good product,4.0
Just wow!,Gud product,5.0
Did not meet expectations,Not bad...,1.0
Terrific,Good product,5.0
Classy product,Nice sounds,5.0
Pretty good,Good pro,4.0
Could be way better,Looking is good but connectivity  problem,2.0
Just wow!,Awesome with in Budjet. Excellent design it's fits everyone 💗💞💗💞,5.0
Great product,Nice productGood audioCalls not yet checkedUseful for online classGood battery backupOverall satisfied 👍,5.0
Nice,Average,3.0
Awesome,"Good sounds 🤗Good price rate n color,Best Betry..in this item,Good Qwality,And best..brand of all Companies",5.0
Just okay,"Sound quality is too good to play music Or videos watching, not good for calls",3.0
Great product,Very high and deep bass good product,5.0
Super!,"Realme buds Q sound is very best...& It's bass is amazing..so,I will be recommend this Bluetooth headset,........😘😘😘",5.0
Best in the market!,Very good quality and sound ☺️😌☺️,5.0
Just okay,Right earbuds late response when change a song or video clip,3.0
Very Good,NICE EAR BUDS .... Sounds quality amazing under 2000 best....,4.0
Wonderful,Case build quality not up to mark,5.0
Highly recommended,Excellent,5.0
Decent product,Touch not working properly... Don't buy waste of product .. sometimes it works sometimes not. We have to touch many times..,3.0
Worth every penny,Sound and bass pakka awesome,5.0
Perfect product!,"Very excellent buds , very excellent bass",5.0
Great product,thank you so much realme,5.0
Terrific,Sound quality 5/4 bass quality 5/5 Build quality 5/4Battery backup 5/5,5.0
Best in the market!,Good sound quality..Good battery backup...Good value of money ..Good quality product...Good look..,5.0
Unsatisfactory,Touch is worse,1.0
Not good,Noise not clear....so much surrounding sounds,2.0
Just okay,"Connectivity is an issue, it says 10M but device loses connectivity even within 5M range, coming to sound bass and design, its pretty convincing.",3.0
Must buy!,Qoulity is best best sound comfortable im love it thank you realme,5.0
Does the job,It's connectivity problem and it's app connect problem. Any time,3.0
Excellent,Very nice quality product,5.0
Best in the market!,Good Quality superb,5.0
Good quality product,Nice product..👍,4.0
Perfect product!,Good quality. good music. good looking. Bluetooth connection very good.  Realme product is very nice,5.0
Best in the market!,Superb products anb nice Qwality,5.0
Does the job,"Product is ok at this rate, but some connectivity issues and battery backup need to be improved.",3.0
Simply awesome,Weightless and compact design,5.0
Waste of money!,Don't buy this product not fits ears properly,1.0
Great product,Its good quality and great sound,5.0
Terrific,Soo good,5.0
Fabulous!,Super,5.0
Fabulous!,Good sound,5.0
Good choice,Quality not goog,4.0
Terrific,Good buds no connections issues.,5.0
Fair,"Sound quality is good but some lagacy is there.. it's just for show-off, travel and driving..touch not perfectly fine...but overall value for money.",3.0
Simply awesome,The best earbuds at that aggressive price range,5.0
Worth the money,Nice  Amazing Good All Of,4.0
Just okay,Avaragre product,3.0
Brilliant,Awesome product from real me blindly we can go with  it ..I will post my review again after use of 15day .I got this yesterday so now it's awesome ...,5.0
Excellent,A very good and strong product.,5.0
Good choice,NYC product,4.0
Great product,"Been using this for the last 7days, the earphones are awesome. Built quality is great, sound quality crisp, bass is great. But one thing is that the gaming mode isn't decreasing the latency. Instead it lags so much that the earphone de-syncs with the game which you are playing. Hope that Realme will fix this soon❤️ Otherwise its a great product. ❤️",5.0
Worthless,One earbud stopped working within a week..  not even pairing with my phone.,1.0
Could be way better,the left charging port is not working.,2.0
Very poor,"Not compatible with IPHONE ... the sound is very low , it’s not crispy , plus it is distorting ... JUST DO NOT BUY IT",1.0
Excellent,Excellent,5.0
Excellent,"Sound quality, design and battery backup is too good Instantly get connected with paired mobile.",5.0
Wonderful,Super,4.0
Pretty good,Not super but ok....,4.0
Wonderful,Good product but not properly fit in ears,4.0
Must buy!,Nice 👌👌👌👍👍👍,5.0
Must buy!,It's really awesome.look is soothing and sound is good.you can go for it.i bought it on offer..and it's great.,5.0
Wonderful,Super,5.0
Nice product,"Nice product,fit to my ear,,,,, good bass",4.0
Very Good,Good product,4.0
Classy product,It has tremendous sound and mostly i like his bass hai it is good for calling also but at closed room and battery backup is also good .i think its a right choice,5.0
Worth every penny,Best qualityFull bassNice sound,5.0
Best in the market!,I think it's fabulous 👂 buds,5.0
Just okay,Very bad experience with TWS,3.0
Pretty good,Nice fitting..... Sounds good....,4.0
Terrific purchase,Super product,5.0
Highly recommended,Super,5.0
Utterly Disappointed,Right earbud descharge betary .,1.0
Excellent,Very good sound quality Nice bass 🔊,5.0
Mind-blowing purchase,"I used it for a weak, best for now but write the review after using a month or twice",5.0
Good choice,This buds was amazing product in realme  I like this I am using mobile and TV also realme brand giving star off realme 5 🌟 all,4.0
Fabulous!,"I don't know why the people rate it 1star because in the price of 1500 if you are getting this with beautiful design,light weight and with more than expected bass and the battery backup is even good...aur kya chahiye DEEPIKA???",5.0
Worst experience ever!,My battery drain too quickly  I am not happy do not buy,1.0
Terrific purchase,"Best in class!! Far beyond BOAT airdopes. Must buy. 1. Light Weight.2. Bass booster works so well,that every sound beat Mids,Highs & lows are crystal clear.3.Ergonomically well suited.4. No pain in ears after prolonged use.5. Easy to pair both.",5.0
Decent product,Awesome.but not good for gaming,3.0
Excellent,Osm one at this price range....😊,5.0
Not good,"Waste of money don't buy, battery backup is pathetic, d only good thing is d bass, connectivity is blunder, plz plz don't buy",2.0
Great product,"I like the earpot so much it is so awesome, i am so happy.",5.0
Terrific,Awesome,5.0
Wonderful,Worthy product.. you won't get disappointed.. go for it,5.0
Worth every penny,Best in its class,5.0
Great product,Awesome bluetooth clear sound quality,5.0
Just wow!,Its very good product product because little bit noise for out side but value for money,5.0
Nice product,Nice product liked it,4.0
Highly recommended,Loved it..!,5.0
Bad quality,Use less product,2.0
Nice product,Best product in this price range,4.0
Must buy!,Product excellent but touch sensor is too slow,5.0
Terrific purchase,Nice erlarphone,5.0
Super!,In this rate this is a good product,5.0
Great product,fill in the bass,5.0
Perfect product!,good product of this range,5.0
Fair,Vibrates,3.0
Fair,Charger not given and not mentioned the capacity of voltage for charger worst buy,3.0
Must buy!,I got it  today morning. And from morning I'm using it and it's superb ! I loved it ...I don't play games so I don't know the about the feature of game mode in the realme link app coz I don't need it . But the sound quality is perfect and during calls also it is good !,5.0
Great product,great product,5.0
Classy product,Superb. Undoubtedly can buy.,5.0
Wonderful,It will work amazingly with real me phone without any doubt👌👌,5.0
Bad quality,It is worst product bcoz of its charging problem it is not charging after nearly 1 month bcoz I faced many problem I don't suggest you that.,2.0
Terrific,Amazing sound quality,5.0
Highly recommended,Awesome in price range...Well got it at 1499...And Superb Performance,5.0
Fabulous!,Outstanding sound quality & High class bass all is good❤️👌👌👌👌👌,5.0
Expected a better product,Well its average earbuds at this range following are pros and consPros:Light weight and portableLooks goodSound quality is averageConsSound quality isn't as expectedConnectivity issues,2.0
Terrific,Awesome product 😍😍,5.0
Fabulous!,Thank you sir,5.0
Moderate,Answering calls was not good..,2.0
Wonderful,Awesome,5.0
Perfect product!,"Just amazing...... If u r budget is below 2000.... Close u r eyes and go for it... It is such a amazing product with good bass and mids,highs, all are amazing.... Writing this review after 7 days of usage....while u r driving it is perfect and while u r jogging aslo.... Perfectly fits u r ear....",5.0
Good quality product,Overall great product. Pros -             1 Bass            2 Sound            3 Battery            4 light weight Cons -               1 connectivity              2 touch response,4.0
Simply awesome,Super quality and good bass,5.0
Just wow!,It's awesome,5.0
Worth every penny,Good quality,5.0
Terrific,Super sound👌Good product 👍 Realme ❤️,5.0
Just wow!,Nice quality,5.0
Fabulous!,Supr 🥰🥰🥰🥰🥰🥰,5.0
Really Nice,Good,4.0
Worth the money,Sound not bad but clarity issues not fit for my mi note 9 Gaming not bad For this price considerable,4.0
Could be way better,Everything is fine leaving it's fitting. Very uncomfortable while wearing. Falls down each time.. Poor design,2.0
Just okay,Latency was not good,3.0
Just wow!,Super colour 👌 super base good quality 👌👍,5.0
Worth the money,Good product. But touch function not working properly,4.0
Excellent,No 1 sound qwality superb,5.0
Nice,Not good . Not comfortable in ears,3.0
Very poor,"Please don't buy. Not comfortable to ear. Also, the quality of a product is so poor.And also, the charging box of a earphone is so fragile. Don't buy!!",1.0
Best in the market!,The best product available in our country. Fully satisfied and recommend for purchasing without any hesitation.,5.0
Brilliant,Nice productband amazing bass,5.0
Could be way better,Everything is fine leaving it's fitting. Very uncomfortable while wearing. Falls down each time.. Poor design,2.0
Just okay,Latency was not good,3.0
Just wow!,Super colour 👌 super base good quality 👌👍,5.0
Worth the money,Good product. But touch function not working properly,4.0
Excellent,No 1 sound qwality superb,5.0
Nice,Not good . Not comfortable in ears,3.0
Very poor,"Please don't buy. Not comfortable to ear. Also, the quality of a product is so poor.And also, the charging box of a earphone is so fragile. Don't buy!!",1.0
Best in the market!,The best product available in our country. Fully satisfied and recommend for purchasing without any hesitation.,5.0
Brilliant,Nice productband amazing bass,5.0
Just wow!,Realme rocks in style Excellent bass,5.0
Absolute rubbish!,I use 14 days left not workingSound issuePlease help me realme,1.0
Worth the money,"Aww mahn This product is awesome fantastic takarthu thimirthu kalaki ,pwolichu",4.0
Just wow!,Touch sensors are very poor it's irritating an' Sound and bass are best real me are build quality is best ever,5.0
Just wow!,NICE PROUDUCTI BROUGHT IT FOR 1500..ITS THE BEST  EARBUDS IN THIS RATE.....GUD PRODUCT.. IT IS LESS WEIGHT  SO IT CAN BE HANDLE EASLY,5.0
Just wow!,Best thing to buy,5.0
Good choice,Gud producte,4.0
Must buy!,Fantastic PRODUCT,5.0
Must buy!,Nice working so far.,5.0
Just wow! Excellent value for the money,"Initially, I didn't believe the reviews of Flipkart.but it worth every rupee you spend",5.0
Moderate,Not good as expected,2.0
Brilliant,Best earbud in this price range supper bass,5.0
Fabulous!,Very nice product. one of the best buds which is having a low latency mood and gud base at these range.,5.0
Mind-blowing purchase,Nice,5.0
Super!,Awesom,5.0
Fabulous!,The bass of the ear bus are supper. I’m really surprised buying this product at this price I recommend everyone to buy the product. I would like to thank Flipkart by delivering this product to me on time.,5.0
Delightful,Ok,4.0
Best in the market!,Awasome product superb battery backup excellent sound,5.0
Highly recommended,"Awesome sound, good design. Loved it",5.0
Wonderful,Osm bass. Nyc sound,4.0
Terrific,Excellent sound and Bass Quality.,5.0
Brilliant,Very nice product bass quality osm sound so goodI happy,5.0
Just wow!,Best 👍👍👍👍,5.0
Not good,They don't tell when battery is down in app.Also sound from outside is hearable.Long listening for about 1 to 1.5 hour creates ear ache due to fitness problem.,2.0
Not recommended at all,Very bad products,1.0
Classy product,Awesome sound quality and nice battery backup,5.0
Value-for-money,Best,4.0
Value-for-money,Everything is good but touch is not working properly. Out of 10 times it works only 3 to 4 times.,4.0
Worth every penny,"Good but not very good.Ear buds not comfortable in the ears. Receive of ph calll is very hilarious,so noise that who call u cant hear u at all",5.0
Delightful,Soo beautiful 🌹💕,4.0
Worth the money,Good one but touch controls are very pathetic,4.0
Wonderful,Not so good quality but overally good as compared to others,4.0
Worth every penny,Really great ♥️,5.0
Worth every penny,Awsm product,5.0
Does the job,"Good looking product and battery performance and sound is nice they will provide 3extra different size buds so that it will fit correctlyWe can't use it at the time of riding bike, will take more noise..if we use inside helmet and at the time of removing helmet buds will fall down",3.0
Nice product,"Overall a good buy with 2 major problems.1. If you are looking for bass, then not a product for you. 2. You cannot increase/decrease volume. Have to do it through your phone.",4.0
Delightful,Don't go on bad reviews of this product... This is genuinely awsm product... For me.. and it's totally worth it for every penny ..go for it.✌️,4.0
Worth every penny,Good,5.0
Value-for-money,"After 2 days of usage , Here it is my genuine review about real me buds q Perfect Sound Quality and best base 👌Only disappointed with battery backup Should provide better back up And the rest of thing is perfect Worthy product go for it........ 😀",4.0
Decent product,Nice one at this price range,3.0
Very Good,Nice according to price under 1500,4.0
Worth every penny,Really great ♥️,5.0
Worth every penny,Awsm product,5.0
Does the job,"Good looking product and battery performance and sound is nice they will provide 3extra different size buds so that it will fit correctlyWe can't use it at the time of riding bike, will take more noise..if we use inside helmet and at the time of removing helmet buds will fall down",3.0
Nice product,"Overall a good buy with 2 major problems.1. If you are looking for bass, then not a product for you. 2. You cannot increase/decrease volume. Have to do it through your phone.",4.0
Delightful,Don't go on bad reviews of this product... This is genuinely awsm product... For me.. and it's totally worth it for every penny ..go for it.✌️,4.0
Worth every penny,Good,5.0
Value-for-money,"After 2 days of usage , Here it is my genuine review about real me buds q Perfect Sound Quality and best base 👌Only disappointed with battery backup Should provide better back up And the rest of thing is perfect Worthy product go for it........ 😀",4.0
Decent product,Nice one at this price range,3.0
Very Good,Nice according to price under 1500,4.0
Nice product,Nice,4.0
Must buy!,Nice product but sound is comparatively low as compared with boat earbuds. 😀,5.0
Delightful,Touch issues are there,4.0
Awesome,Sound is very good & battery 🔋 backup is also very good.happy with quality.,5.0
Best in the market!,Superb quality and service by flipkart. I am using from 7 days still working properly,5.0
Slightly disappointed,Battery backup is very poor it comes only 2hrs after full charged,2.0
Really Nice,Good quality,4.0
Mind-blowing purchase,"Very good design, highly compact earbuds. Battery capacity is good enough. Sound clarity is decent. Good value for money at Rs. 1499. Realme manual inside the packaging box mentions 6 months warranty whereas Flipkart website mentions 1 year warranty.",5.0
Fair,Good,3.0
Not good,Charging case damaged.charge not done,2.0
Value-for-money,Great product at this price .,4.0
Just okay,Earbuds are fall and battery backup is low,3.0
Nice,Its everything is good but its not god for gaming mode,3.0
Terrible product,Not good,1.0
Fabulous!,Very nice  products     Harivansh Kumar,5.0
Excellent,Good,5.0
Classy product,Good product,5.0
Highly recommended,Its really nice,5.0
Excellent,very good i m happy,5.0
Pretty good,"Pros : Sound Quality, Customizations (in app),Bass Effects, Touch controlsCons: Bluetooth range low, battery life average, Uncomfortable fit",4.0
Moderate,'IF' it connects the sound quality is really good (I have a realme x3 and still takes a lot of time to pair and doesn't connect sometimes),2.0
Must buy!,Good product,5.0
Really Nice,Nice product,4.0
Excellent,Very impressive sounds,5.0
Does the job,Low sound for myk,3.0
Brilliant,Very very gudd product,5.0
Good quality product,Nice buds value for money,4.0
Good,Would've given four stars. But one star deducted for horrible delivery speed.,3.0
Super!,Mind blowing,5.0
Just okay,touch sensor is small and not working properly,3.0
Unsatisfactory,"Just after 7 or 8 days,left bud stopped working",1.0
Did not meet expectations,Quality is not good touch is not working properly,1.0
Value-for-money,Nice one,4.0
Wonderful,It’s a very convenient product but can improve on sound and based on the prices,4.0
Pretty good,Awsm product at this range. Sound quality is good. Overall good experience with this product.,4.0
Best in the market!,It is mind blowing...I love it😍😍😍,5.0
Terrific purchase,good product excellent bass and voice is clarity,5.0
Terrific,Excellent Air Buds.,5.0
Great product,nice earpods,5.0
Slightly disappointed,Connectivity issues . Touch senser are very slow,2.0
Good,Average product,3.0
Decent product,Superb quality,3.0
Wonderful,This product is Awesome and very Light weightSoun Quality is very good Awesome connectivity very good use Nice battery backupNice bas qualityOverall nice product for realme,5.0
Terrible product,Normal,1.0
Good quality product,Good,4.0
Good choice,Not fit to ear perfectly. Sometimes drops from the ear.,4.0
Awesome,Awesome purchase,5.0
Just okay,Nice saund,3.0
Just wow!,Best buds at the given price.,5.0
Classy product,Good,5.0
Terrific purchase,Stylish look,5.0
Classy product,"Super must try but I missed easily for two, 1. Right side ear bud is I washed washing machine 2.left side ear bud is I will missed for that",5.0
Wonderful,Iam using realme buds q is good sound and battery also good I like it,4.0
Wonderful,Super Sound Quality and Beautiful Design By Realme,5.0
Pretty good,OK product. Iam not entirely satisfied but good for the price. Delay is more my observation.,4.0
Good,one ear buds is early discharge,3.0
Absolute rubbish!,Right side buds not charged properly showing 10 percent charging and voice also not good worst quality,1.0
Highly recommended,"Good product. Backup is also good. Auto connect while take out of the case. If you take out single bud, it will also be connected and can be used.",5.0
Must buy!,Good one but touch controls need to press hard to work,5.0
Bad quality,Not correctly fit to ear. If we move in between call. Not catching clear sound. Week mic,2.0
Excellent,Super,5.0
Must buy!,Base is best sound quality is very good comfortable in ears at low price this product is best,5.0
